Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
2026-04-14 14:30:00+00:00,258.0553894042969,247.35000610351562,328.3901062011719,660.2650146484375,105.40370178222656,259.42999267578125,247.75999450683594,328.7749938964844,661.5,105.43000030517578,257.6099853515625,245.75,325.2799987792969,653.0,104.5999984741211,259.3299865722656,245.82000732421875,325.739990234375,653.8220825195312,104.875,4964907,7434543,2111160,2874407,5346227
2026-04-14 15:30:00+00:00,257.70001220703125,249.6721954345703,330.1400146484375,664.9299926757812,106.15499877929688,258.3900146484375,249.75999450683594,330.3399963378906,665.59912109375,106.18499755859375,257.1900939941406,247.27999877929688,328.32330322265625,660.0499877929688,105.3949966430664,258.04998779296875,247.33999633789062,328.3699951171875,660.239990234375,105.40499877929688,4016733,8240274,2294219,2291188,4563471
2026-04-14 16:30:00+00:00,258.6600036621094,250.04849243164062,330.1600036621094,661.85498046875,106.41500091552734,259.7651062011719,250.44000244140625,330.5350036621094,665.2899780273438,106.55000305175781,257.6199951171875,249.39999389648438,329.4200134277344,661.363525390625,105.98999786376953,257.69000244140625,249.6699981689453,330.1400146484375,664.9000244140625,106.15499877929688,4098111,8563396,1420369,1153274,3566318
2026-04-14 17:30:00+00:00,258.7799987792969,249.55499267578125,329.07000732421875,660.0549926757812,105.94000244140625,258.9700012207031,252.17999267578125,330.4100036621094,666.260009765625,106.56999969482422,257.75,249.47000122070312,329.04998779296875,659.9099731445312,105.66999816894531,258.6600036621094,250.05999755859375,330.1700134277344,661.9000244140625,106.41500091552734,2712760,8519532,1262560,1525257,3723657
2026-04-14 18:30:00+00:00,258.32501220703125,249.48500061035156,329.614990234375,661.4349975585938,106.20500183105469,258.80999755859375,249.6300048828125,329.69500732421875,662.5599975585938,106.29000091552734,257.75,248.1999969482422,328.94000244140625,660.010009765625,105.70500183105469,258.7799987792969,249.5500030517578,329.0799865722656,660.1199951171875,105.93000030517578,3074143,9698791,949167,1158510,4692008
2026-04-14 19:30:00+00:00,258.8550109863281,249.02999877929688,330.5799865722656,662.5499877929688,106.22000122070312,258.8599853515625,249.73500061035156,330.6300048828125,662.780029296875,106.41500091552734,258.1499938964844,248.47999572753906,329.2200012207031,659.6900024414062,106.05010223388672,258.32501220703125,249.5,329.614990234375,661.4000244140625,106.20500183105469,5322365,5878959,1895858,1670204,5509264
2026-04-15 13:30:00+00:00,260.67999267578125,247.92999267578125,331.92498779296875,674.7550048828125,105.99230194091797,261.0400085449219,250.44000244140625,332.1400146484375,675.3800048828125,106.64990234375,257.82000732421875,247.25999450683594,328.6700134277344,664.219970703125,105.04000091552734,258.0950012207031,249.1999969482422,330.55999755859375,667.0,106.00499725341797,8314756,10022945,3079284,3979740,6913991
2026-04-15 14:30:00+00:00,263.17999267578125,247.77000427246094,330.29998779296875,673.719970703125,105.81500244140625,264.1099853515625,248.4149932861328,331.9750061035156,676.155029296875,106.06500244140625,260.4200134277344,247.1999969482422,330.1000061035156,672.1442260742188,105.61499786376953,260.70001220703125,247.9199981689453,331.92999267578125,674.7550048828125,105.99500274658203,7448665,5856837,1443219,1730608,4013640
2026-04-15 15:30:00+00:00,264.5790100097656,248.9550018310547,332.29998779296875,676.7100830078125,106.28500366210938,265.5,249.11000061035156,332.4599914550781,678.5,106.30000305175781,262.9849853515625,247.3300018310547,330.1000061035156,672.6699829101562,105.67500305175781,263.18499755859375,247.74000549316406,330.29998779296875,673.5150146484375,105.80999755859375,5556537,4065948,1122969,1603590,3255162
2026-04-15 16:30:00+00:00,264.94500732421875,248.44500732421875,332.5350036621094,674.2899780273438,106.76580047607422,265.7900085449219,248.97999572753906,332.67999267578125,676.8699951171875,106.7699966430664,264.239990234375,247.72999572753906,331.3999938964844,672.4199829101562,106.20500183105469,264.57000732421875,248.97000122070312,332.2799987792969,676.77001953125,106.28500366210938,4374751,3330132,1027370,1183956,4207850
2026-04-15 17:30:00+00:00,265.17999267578125,248.51060485839844,332.5350036621094,672.5999755859375,106.73500061035156,265.29998779296875,249.08999633789062,333.20001220703125,674.969970703125,106.95999908447266,264.29998779296875,248.1501007080078,332.4515075683594,670.9000244140625,106.55999755859375,264.9100036621094,248.43499755859375,332.54998779296875,674.1649780273438,106.76499938964844,2750108,2988185,987676,874785,2493664
2026-04-15 18:30:00+00:00,265.3399963378906,248.72999572753906,333.1300048828125,672.5900268554688,107.36499786376953,265.864990234375,248.97999572753906,334.6400146484375,675.1500244140625,107.40499877929688,265.19000244140625,248.35000610351562,332.54998779296875,672.0601196289062,106.7300033569336,265.19000244140625,248.52000427246094,332.54998779296875,672.6699829101562,106.7300033569336,2971178,3223572,1526693,943764,3448896
2026-04-15 19:30:00+00:00,266.3699951171875,248.41000366210938,334.45001220703125,671.5599975585938,107.66000366210938,266.55999755859375,249.4600067138672,334.8999938964844,674.6099853515625,107.8499984741211,265.25,248.39999389648438,332.989990234375,670.0599975585938,107.16500091552734,265.30999755859375,248.72999572753906,333.07000732421875,672.5900268554688,107.36499786376953,6497059,5067961,1969142,1596144,7201959
2026-04-16 13:30:00+00:00,262.05999755859375,245.55499267578125,334.06500244140625,670.02001953125,107.58000183105469,267.1600036621094,250.0,337.05999755859375,676.6799926757812,108.45999908447266,261.30999755859375,244.1999969482422,333.0,667.75,106.62010192871094,266.79998779296875,248.97999572753906,335.8500061035156,675.989990234375,107.41000366210938,11554343,11721800,2837868,2256685,10215190
2026-04-16 14:30:00+00:00,262.25,247.6300048828125,333.9599914550781,673.25,108.13680267333984,262.7300109863281,248.2198944091797,335.4100036621094,675.2899780273438,108.52729797363281,261.2699890136719,245.1999969482422,333.8599853515625,670.0,107.57499694824219,262.0899963378906,245.53199768066406,334.0799865722656,670.0999755859375,107.58499908447266,4797954,5664985,1385886,1150304,4671468
2026-04-16 15:30:00+00:00,264.0801086425781,248.44500732421875,335.239990234375,675.9400024414062,108.30000305175781,264.3898010253906,249.0399932861328,335.80999755859375,677.4099731445312,108.94000244140625,262.19000244140625,247.51499938964844,333.8699951171875,672.8800048828125,108.08999633789062,262.25,247.6199951171875,333.8699951171875,673.239990234375,108.12999725341797,4125437,3599206,1614040,855944,4305824
2026-04-16 16:30:00+00:00,263.5199890136719,249.1300048828125,333.3599853515625,674.489990234375,108.04499816894531,264.1686096191406,249.25990295410156,335.364990234375,676.030029296875,108.36000061035156,263.0899963378906,247.72000122070312,333.1099853515625,673.010009765625,107.9000015258789,264.0899963378906,248.4600067138672,335.239990234375,675.9299926757812,108.30500030517578,2692302,2924221,994147,609217,3191455
2026-04-16 17:30:00+00:00,263.5799865722656,248.57000732421875,332.1531982421875,672.6199951171875,107.97969818115234,264.1700134277344,249.6199951171875,333.8599853515625,677.0549926757812,108.35990142822266,263.2900085449219,248.32000732421875,331.65008544921875,671.8701171875,107.80999755859375,263.5299987792969,249.1300048828125,333.3550109863281,674.489990234375,108.04499816894531,2435729,3201739,1235295,731392,3666409
2026-04-16 18:30:00+00:00,263.63409423828125,248.66000366210938,332.20001220703125,673.5,108.05249786376953,264.54998779296875,249.44000244140625,332.7699890136719,674.9398803710938,108.37000274658203,263.4800109863281,248.23609924316406,331.8800048828125,672.5800170898438,107.92500305175781,263.5899963378906,248.58999633789062,332.2001037597656,672.6599731445312,107.9749984741211,3260194,3513350,1409520,702808,5209167
2026-04-16 19:30:00+00:00,263.3599853515625,249.7100067138672,332.67999267578125,676.8099975585938,107.6500015258789,264.25,249.72000122070312,333.3399963378906,677.5050048828125,108.23999786376953,263.260009765625,248.64500427246094,332.239990234375,673.25,107.11000061035156,263.6300048828125,248.6750030517578,332.2699890136719,673.4650268554688,108.05500030517578,3667931,4341811,1816937,1330256,9885516
2026-04-17 13:30:00+00:00,268.5849914550781,254.42999267578125,334.4200134277344,682.405029296875,96.91670227050781,269.7900085449219,255.7725067138672,335.4849853515625,687.7899780273438,98.37999725341797,266.7200012207031,252.1999969482422,333.2900085449219,675.1300048828125,95.0999984741211,267.0979919433594,254.9499969482422,334.7449951171875,678.5999755859375,96.37000274658203,16349267,13625830,4770321,3907234,52227189
2026-04-17 14:30:00+00:00,271.94000244140625,254.0800018310547,335.5299987792969,683.7000122070312,97.40499877929688,272.1000061035156,256.17999267578125,335.5350036621094,687.77001953125,98.73999786376953,268.44000244140625,253.64999389648438,333.8891906738281,681.9000244140625,96.91000366210938,268.635009765625,254.41000366210938,334.510009765625,682.489990234375,96.91500091552734,7480237,7162406,1681859,1995541,17051405
2026-04-17 15:30:00+00:00,271.54998779296875,253.2100067138672,336.3399963378906,684.4498901367188,98.13999938964844,272.29998779296875,254.4499969482422,336.57501220703125,685.5900268554688,98.42500305175781,270.7699890136719,253.1750030517578,335.1700134277344,682.7800903320312,97.11000061035156,271.95001220703125,254.0749969482422,335.54998779296875,683.6749877929688,97.4000015258789,4036285,3310173,1457837,1490292,9488737
2026-04-17 16:30:00+00:00,270.5799865722656,253.68710327148438,337.260009765625,683.27001953125,96.82499694824219,271.7398986816406,254.10000610351562,337.7300109863281,686.5499877929688,98.16000366210938,270.17999267578125,253.14999389648438,336.3699951171875,682.2100219726562,96.7300033569336,271.55999755859375,253.22999572753906,336.3699951171875,684.4400024414062,98.13999938964844,6141486,5527998,1690841,918424,10252126
2026-04-17 17:30:00+00:00,270.19000244140625,251.99949645996094,339.2099914550781,683.3900146484375,97.08499908447266,270.7300109863281,254.2899932861328,339.5199890136719,686.0800170898438,97.12999725341797,269.9200134277344,251.66009521484375,336.75,682.0388793945312,96.52999877929688,270.5799865722656,253.6699981689453,337.260009765625,683.1500244140625,96.82499694824219,2909144,3821066,1975388,976984,7534293
2026-04-17 18:30:00+00:00,269.69500732421875,250.6300048828125,338.92999267578125,684.3709716796875,97.26010131835938,270.79998779296875,252.0850067138672,339.9700012207031,684.989990234375,97.38999938964844,269.5299987792969,250.4199981689453,338.7149963378906,683.3900146484375,96.5,270.19000244140625,252.0,339.2200012207031,683.5,97.08499908447266,4089699,4509245,1522550,904248,9556126
2026-04-17 19:30:00+00:00,270.18499755859375,250.47000122070312,339.2799987792969,688.72998046875,97.27999877929688,270.5299987792969,251.25,339.9849853515625,691.5,97.6500015258789,269.66009521484375,250.11000061035156,338.739990234375,684.4099731445312,97.05999755859375,269.7099914550781,250.63999938964844,338.94000244140625,684.4099731445312,97.2699966430664,4777998,4782660,2161527,2473917,11315807
