Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
2025-11-11 15:30:00+00:00,272.5,247.5800018310547,289.1499938964844,622.3699951171875,1125.06005859375,274.3460998535156,248.9600067138672,290.3550109863281,623.9600219726562,1128.9200439453125,272.42999267578125,247.5449981689453,288.7900085449219,619.4000244140625,1122.5699462890625,274.1000061035156,248.4573974609375,289.4049987792969,622.3651123046875,1123.3299560546875,3452496,2380534,975039,1416358,176573
2025-11-11 16:30:00+00:00,273.31500244140625,248.26829528808594,290.0199890136719,623.3800048828125,1124.18994140625,273.614990234375,248.47999572753906,290.6000061035156,625.5999755859375,1125.5899658203125,271.7799987792969,247.22999572753906,288.7699890136719,621.732177734375,1118.9000244140625,272.510009765625,247.60000610351562,289.17999267578125,622.4000244140625,1124.9949951171875,2525614,1320221,831517,846209,181061
2025-11-11 17:30:00+00:00,274.4800109863281,249.3260040283203,289.7900085449219,624.1300048828125,1130.68994140625,274.70001220703125,249.38999938964844,290.20001220703125,624.64990234375,1132.0,273.0299987792969,248.0,289.2699890136719,623.2800903320312,1124.0699462890625,273.3299865722656,248.2736053466797,290.0299987792969,623.3699951171875,1124.0699462890625,2634766,1560683,614277,657328,208729
2025-11-11 18:30:00+00:00,275.32000732421875,249.3699951171875,290.5899963378906,625.02001953125,1132.75,275.6600036621094,249.74989318847656,291.69000244140625,626.1500244140625,1136.0,274.1600036621094,249.1042938232422,289.4200134277344,623.4000244140625,1130.6099853515625,274.489990234375,249.30999755859375,289.79998779296875,624.1300048828125,1130.8199462890625,3455305,1357003,1003383,783117,212113
2025-11-11 19:30:00+00:00,275.25,248.8800048828125,291.2099914550781,626.6500244140625,1136.5400390625,275.760009765625,249.5,291.3399963378906,626.8400268554688,1137.4998779296875,275.04998779296875,248.82000732421875,290.5299987792969,625.0,1132.3199462890625,275.3299865722656,249.42999267578125,290.5899963378906,625.1500244140625,1132.729248046875,2653431,1253534,756962,653056,195835
2025-11-11 20:30:00+00:00,275.29998779296875,249.13999938964844,291.7099914550781,627.1799926757812,1136.5999755859375,275.8450012207031,249.47000122070312,292.3399963378906,628.0,1139.2198486328125,274.79998779296875,248.75,291.080810546875,626.1801147460938,1134.9000244140625,275.239990234375,248.8699951171875,291.2300109863281,626.5599975585938,1136.5899658203125,4039713,1833631,1643758,1018218,966986
2025-11-12 14:30:00+00:00,272.94000244140625,245.9250030517578,287.5199890136719,614.5900268554688,1139.0799560546875,275.239990234375,250.3699951171875,292.2699890136719,628.989990234375,1141.530029296875,271.8699951171875,245.5500030517578,286.20001220703125,614.0,1128.27001953125,275.07501220703125,250.18499755859375,292.1700134277344,628.405029296875,1138.1700439453125,10718425,5045151,3474571,4427247,409424
2025-11-12 15:30:00+00:00,274.6000061035156,245.3000030517578,285.9700012207031,610.7899780273438,1141.0400390625,274.6099853515625,246.31500244140625,287.6499938964844,616.39990234375,1141.5,272.54998779296875,243.92999267578125,284.3800048828125,607.77001953125,1136.1500244140625,272.9100036621094,245.9250030517578,287.5,614.5800170898438,1138.885009765625,3328165,3243589,1778598,3530749,313260
2025-11-12 16:30:00+00:00,274.3900146484375,245.1699981689453,286.4205017089844,613.7349853515625,1150.43994140625,274.8500061035156,245.71499633789062,286.5199890136719,613.780029296875,1150.5999755859375,273.7250061035156,244.16720581054688,284.45001220703125,608.1500854492188,1140.77001953125,274.5899963378906,245.27000427246094,285.9700012207031,610.8099975585938,1141.1939697265625,2104341,1610983,1136343,1814076,294275
2025-11-12 17:30:00+00:00,274.9800109863281,245.44869995117188,286.8399963378906,611.7000122070312,1156.6949462890625,275.1400146484375,246.30499267578125,287.3999938964844,616.0899047851562,1158.3499755859375,274.1199951171875,245.14999389648438,286.0,611.4199829101562,1150.239990234375,274.3800048828125,245.16000366210938,286.42498779296875,613.8200073242188,1150.43994140625,1642127,1739076,909402,1271841,434977
2025-11-12 18:30:00+00:00,274.45001220703125,245.08749389648438,286.6026916503906,612.7713012695312,1154.482421875,275.7300109863281,245.88999938964844,287.1300048828125,613.97998046875,1158.0,274.42999267578125,245.0399932861328,286.2950134277344,610.5499877929688,1152.6199951171875,274.989990234375,245.4250030517578,286.8399963378906,611.7000122070312,1156.6231689453125,2013567,1314668,700361,1253648,257867
2025-11-12 19:30:00+00:00,274.04998779296875,245.16000366210938,287.20001220703125,611.2899780273438,1161.1800537109375,274.69000244140625,245.36990356445312,287.2460021972656,614.0499877929688,1162.0,273.5,244.43299865722656,286.30999755859375,609.6099853515625,1153.5699462890625,274.45001220703125,245.07009887695312,286.625,612.72998046875,1154.6099853515625,2059500,1719465,802366,1542015,313820
2025-11-12 20:30:00+00:00,273.4700012207031,244.25,287.4100036621094,609.1300048828125,1157.675048828125,274.3999938964844,245.3300018310547,287.9100036621094,612.0700073242188,1164.33984375,272.9700012207031,243.75,286.9700012207031,607.7999877929688,1154.6800537109375,274.04998779296875,245.13999938964844,287.2200012207031,611.2999877929688,1161.06005859375,3569857,9690051,1235131,1957837,408535
2025-11-13 14:30:00+00:00,273.7099914550781,242.53900146484375,280.2550048828125,614.5399780273438,1161.364990234375,276.6990051269531,243.72999572753906,283.510009765625,617.6500244140625,1167.3299560546875,273.2900085449219,240.7259979248047,278.0,609.6900024414062,1147.3299560546875,274.2699890136719,243.10000610351562,282.9849853515625,613.0700073242188,1158.5,10014720,4344807,3291073,3774745,589184
2025-11-13 15:30:00+00:00,274.037109375,239.789794921875,280.6600036621094,606.9500122070312,1152.72998046875,274.19000244140625,242.53500366210938,281.5199890136719,615.1994018554688,1162.89990234375,272.17999267578125,238.97000122070312,278.3699951171875,606.330078125,1145.68994140625,273.7001037597656,242.53500366210938,280.2099914550781,614.530029296875,1161.375,3931506,3995083,1501649,2394797,392286
2025-11-13 16:30:00+00:00,272.8599853515625,239.84500122070312,281.17401123046875,608.7949829101562,1155.3800048828125,274.4898986816406,240.13999938964844,281.2900085449219,610.5,1156.25,272.4599914550781,238.99000549316406,279.9800109863281,606.7999877929688,1151.18994140625,274.0299987792969,239.72999572753906,280.6400146484375,606.9000244140625,1152.35498046875,2339844,3602015,847764,1396472,252707
2025-11-13 17:30:00+00:00,272.5700988769531,238.07339477539062,278.7749938964844,604.9099731445312,1153.1500244140625,273.32000732421875,239.99000549316406,281.5400085449219,609.3400268554688,1157.5400390625,272.5,237.8000030517578,278.5299987792969,604.3699951171875,1146.2900390625,272.8399963378906,239.80250549316406,281.260009765625,608.8400268554688,1155.0699462890625,1922883,3274156,780891,1304772,196956
2025-11-13 18:30:00+00:00,273.5299987792969,239.0500030517578,280.18499755859375,607.0850219726562,1153.56005859375,273.8500061035156,239.1999969482422,280.2300109863281,607.6199951171875,1153.925048828125,272.1000061035156,237.8249969482422,278.04998779296875,603.0,1147.5789794921875,272.55999755859375,238.11000061035156,278.7699890136719,604.881591796875,1152.9949951171875,3060900,2135092,1039422,1408441,250436
2025-11-13 19:30:00+00:00,273.03961181640625,238.3990020751953,280.4150085449219,605.9400024414062,1154.4599609375,273.69000244140625,239.10000610351562,280.50201416015625,607.7999877929688,1157.489990234375,272.5450134277344,237.44000244140625,279.0299987792969,604.5599975585938,1151.8499755859375,273.5350036621094,239.0500030517578,280.1499938964844,607.0700073242188,1153.449951171875,2603044,2138828,998506,1261192,230750
2025-11-13 20:30:00+00:00,273.0400085449219,237.5800018310547,279.1300048828125,609.9375,1154.5899658203125,273.6000061035156,238.97000122070312,280.57000732421875,610.0,1157.9300537109375,272.5,236.52999877929688,278.1199951171875,605.924072265625,1151.8499755859375,273.0299987792969,238.38999938964844,280.44000244140625,605.969970703125,1154.6300048828125,3833536,3721588,6786981,1449513,341643
2025-11-14 14:30:00+00:00,273.7591857910156,236.7100067138672,277.2900085449219,609.114990234375,1116.3599853515625,273.8900146484375,236.75,277.5140075683594,609.3800048828125,1142.219970703125,269.6000061035156,232.88999938964844,271.4100036621094,595.2000122070312,1107.2099609375,271.04998779296875,235.1199951171875,271.9800109863281,601.4650268554688,1142.219970703125,10617822,7334788,4228630,4533844,866222
2025-11-14 15:30:00+00:00,274.6499938964844,238.2899932861328,278.9849853515625,611.3699951171875,1115.2923583984375,274.6499938964844,238.72999572753906,279.06988525390625,612.0,1122.4200439453125,273.20001220703125,236.39999389648438,276.9800109863281,606.9400024414062,1111.1400146484375,273.7699890136719,236.6699981689453,277.2699890136719,609.1199951171875,1116.3800048828125,3569903,3717221,1752618,1860480,399880
2025-11-14 16:30:00+00:00,275.7049865722656,237.55999755859375,278.5400085449219,611.26123046875,1117.3699951171875,275.9200134277344,238.32000732421875,279.1499938964844,612.9400024414062,1120.02001953125,273.54998779296875,237.22000122070312,277.9200134277344,607.7899780273438,1109.239990234375,274.6449890136719,238.32000732421875,278.9599914550781,611.3800048828125,1115.2850341796875,4251993,2052351,968294,1675105,371035
2025-11-14 17:30:00+00:00,274.5849914550781,236.20640563964844,277.79998779296875,610.60498046875,1120.97998046875,275.95831298828125,237.6999969482422,278.9419860839844,611.739990234375,1122.3299560546875,274.2300109863281,235.77000427246094,276.8900146484375,607.8200073242188,1114.6700439453125,275.7099914550781,237.50999450683594,278.5350036621094,611.2000122070312,1117.469970703125,1963757,2249917,955999,1030837,245943
2025-11-14 18:30:00+00:00,273.9599914550781,236.25509643554688,278.2300109863281,612.9899291992188,1125.5699462890625,274.760009765625,236.5,278.3800048828125,613.02001953125,1125.6370849609375,273.8399963378906,235.1999969482422,276.8299865722656,608.5001220703125,1115.800048828125,274.57000732421875,236.17999267578125,277.7799987792969,610.5399780273438,1120.93994140625,1593851,1697135,684070,1242663,223313
2025-11-14 19:30:00+00:00,272.989990234375,235.1999969482422,277.17999267578125,610.0,1119.43994140625,274.25,236.2899932861328,278.6000061035156,613.6799926757812,1127.800048828125,272.8900146484375,234.97999572753906,277.0,608.8599853515625,1118.06005859375,273.9700012207031,236.25999450683594,278.2250061035156,612.8400268554688,1125.541015625,2106336,2610702,824026,1241172,261411
2025-11-14 20:30:00+00:00,272.4100036621094,234.6999969482422,276.989990234375,609.8099975585938,1112.6800537109375,273.260009765625,235.27999877929688,277.55999755859375,610.725830078125,1120.1298828125,272.1700134277344,234.32000732421875,276.29998779296875,607.8099975585938,1110.260009765625,272.9700012207031,235.1999969482422,277.1499938964844,609.97998046875,1119.3199462890625,3221940,3812255,1086591,1213767,417278
