Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17 09:30:00-04:00,304.4949951171875,260.8099060058594,341.3500061035156,578.114990234375,76.8499984741211,307.6600036621094,265.75,345.0,590.239990234375,78.52999877929688,304.05499267578125,260.70001220703125,341.010009765625,577.6099853515625,76.66000366210938,306.2099914550781,265.44000244140625,344.07501220703125,589.75,77.80999755859375,7901505,12189544,2653618,3264745,5724639
2026-08-17 10:30:00-04:00,304.5350036621094,261.7099914550781,341.48480224609375,575.030029296875,76.55500030517578,304.9100036621094,261.7200012207031,341.97088623046875,578.1898803710938,76.95010375976562,303.6499938964844,260.0799865722656,339.57000732421875,572.8510131835938,76.36499786376953,304.48419189453125,260.7900085449219,341.2850036621094,578.0999755859375,76.85710144042969,4144849,5607434,1876011,2261534,3160899
2026-08-17 11:30:00-04:00,303.55499267578125,260.50201416015625,341.8999938964844,569.5750122070312,76.58499908447266,304.5950927734375,261.7300109863281,342.04998779296875,575.1199951171875,76.69999694824219,303.04998779296875,260.20001220703125,340.6600036621094,569.0499877929688,76.36499786376953,304.5400085449219,261.715087890625,341.4849853515625,575.0700073242188,76.55500030517578,2930675,3281013,1293305,2132997,4122501
2026-08-17 12:30:00-04:00,304.4150085449219,258.6499938964844,340.7799072265625,566.4299926757812,76.08499908447266,304.42498779296875,260.56988525390625,342.1299133300781,569.8200073242188,76.63999938964844,302.9389953613281,258.5899963378906,340.1499938964844,566.1605224609375,76.05999755859375,303.55999755859375,260.489990234375,341.8800048828125,569.5750122070312,76.58999633789062,2489734,4828205,1232539,2291129,2737737
2026-08-17 13:30:00-04:00,304.7049865722656,259.6400146484375,341.32501220703125,567.1400146484375,75.61499786376953,304.94000244140625,260.2099914550781,341.54998779296875,567.8200073242188,76.19000244140625,303.9599914550781,258.3389892578125,340.32000732421875,564.75,75.58999633789062,304.4150085449219,258.6549987792969,340.7650146484375,566.4299926757812,76.08499908447266,2462965,3758046,855205,1944424,2687323
2026-08-17 14:30:00-04:00,306.1449890136719,260.510009765625,341.43499755859375,569.3150024414062,75.7750015258789,306.1600036621094,260.6700134277344,341.70001220703125,569.97998046875,75.83999633789062,304.69049072265625,259.45001220703125,341.05999755859375,566.8101196289062,75.46499633789062,304.70001220703125,259.6499938964844,341.32501220703125,567.1799926757812,75.61990356445312,2925518,3656549,953487,1459681,3571274
2026-08-17 15:30:00-04:00,305.69000244140625,261.3349914550781,341.4599914550781,569.010009765625,76.02999877929688,306.32000732421875,261.3999938964844,341.6000061035156,569.593994140625,76.06999969482422,305.0299987792969,259.7699890136719,340.8500061035156,567.7235107421875,75.69999694824219,306.1499938964844,260.5199890136719,341.3999938964844,569.280029296875,75.7750015258789,3979916,4464879,1732343,1809520,4216998
2026-08-18 09:30:00-04:00,309.659912109375,261.14599609375,341.8999938964844,547.8316040039062,78.12999725341797,310.2699890136719,261.2699890136719,341.95001220703125,560.6300048828125,78.52999877929688,305.739990234375,257.7300109863281,337.5199890136719,546.6099853515625,76.33999633789062,307.5299987792969,260.6300048828125,339.8046875,557.3099975585938,77.35189819335938,0,7344434,2930089,7947794,8458705
